family_accession,family_id
PF09418.10,DUF2009
PF11347.8,DUF3148
PF08519.12,RFC1
PF16348.5,Corona_NSP4_C
PF07752.11,S-layer
PF01299.17,Lamp
PF14093.6,DUF4271
PF17953.1,Csm4_C
PF03715.13,Noc2
PF05373.11,Pro_3_hydrox_C
PF04412.13,DUF521
PF04523.13,Herpes_U30
PF00211.20,Guanylate_cyc
PF03436.13,DUF281
PF04851.15,ResIII
PF15168.6,TRIQK
PF00929.24,RNase_T
PF01125.17,G10
PF10181.9,PIG-H
PF13324.6,GCIP
PF15333.6,TAF1D
PF12607.8,DUF3772
PF08801.11,Nucleoporin_N
PF14247.6,DUF4344
PF01032.18,FecCD
PF05008.15,V-SNARE
PF00458.20,WHEP-TRS
PF07472.11,PA-IIL
PF08024.11,Antimicrobial_4
PF12847.7,Methyltransf_18
PF02800.20,Gp_dh_C
PF12710.7,HAD
PF15781.5,ParE-like_toxin
PF05941.13,Chordopox_A20R
PF00849.22,PseudoU_synth_2
PF12970.7,DUF3858
PF09550.10,Phage_TAC_6
PF15965.5,zf-TRAF_2
PF09247.11,TBP-binding
PF09358.10,E1_UFD
PF10057.9,DUF2294
PF10281.9,Ish1
PF18803.1,CxC2
PF11212.8,DUF2999
PF16657.5,Malt_amylase_C
PF09159.10,Ydc2-catalyt
PF06059.12,DUF930
PF14094.6,DUF4272
PF04050.14,Upf2
PF10321.9,7TM_GPCR_Srt
PF11377.8,DUF3180
PF18702.1,DUF5642
PF06480.15,FtsH_ext
PF12485.8,SLY
PF12122.8,Rhomboid_N
PF09313.11,DUF1971
PF15209.6,IL31
PF09378.10,HAS-barrel
PF13977.6,TetR_C_6
PF04520.13,Senescence_reg
PF01704.18,UDPGP
PF05111.12,Amelin
PF12902.7,Ferritin-like
PF01443.18,Viral_helicase1
PF13208.6,TerB_N
PF18629.1,DUF5629
PF13871.6,Helicase_C_4
PF13938.6,DUF4213
PF13482.6,RNase_H_2
PF00951.18,Arteri_Gl
PF10844.8,DUF2577
PF13941.6,MutL
PF14041.6,Lipoprotein_21
PF08772.11,NOB1_Zn_bind
PF12667.7,NigD_N
PF14276.6,DUF4363
PF09856.9,DUF2083
PF05922.16,Inhibitor_I9
PF13575.6,DUF4135
PF11296.8,DUF3097
PF04616.14,Glyco_hydro_43
PF13865.6,FoP_duplication
PF03202.13,Lipoprotein_10
PF05239.16,PRC
PF14833.6,NAD_binding_11
PF07832.11,Bse634I
PF15907.5,Itfg2
PF07289.11,BBL5
PF04204.16,HTS
PF14329.6,DUF4386
PF07287.11,AtuA
PF15723.5,MqsR_toxin
PF03275.13,GLF
PF04266.14,ASCH
PF13988.6,DUF4225
PF14998.6,Ripply
PF02433.15,FixO
PF08874.10,DUF1835
PF03597.15,FixS
PF08725.11,Integrin_b_cyt
PF02655.14,ATP-grasp_3
PF11769.8,DUF3313
PF06856.11,DUF1251
PF09320.11,DUF1977
PF08769.11,Spo0A_C
PF08814.10,XisH
PF04414.12,tRNA_deacylase
PF12168.8,DNA_pol3_tau_4
PF04670.12,Gtr1_RagA
PF08069.12,Ribosomal_S13_N
PF00854.21,PTR2
PF04144.13,SCAMP
PF09139.11,Tam41_Mmp37
PF08563.11,P53_TAD
PF14567.6,SUKH_5
PF12519.8,MDM10
PF07613.11,DUF1576
PF08193.11,INO80_Ies4
PF09799.9,Transmemb_17
PF12259.8,Baculo_F
PF03412.15,Peptidase_C39
PF12010.8,DUF3502
PF04659.13,Arch_fla_DE
PF02734.17,Dak2
PF07866.11,DUF1653
PF11421.8,Synthase_beta
PF04250.13,DUF429
PF00168.30,C2
PF09929.9,DUF2161
PF07940.13,Hepar_II_III
PF00034.21,Cytochrom_C
PF09598.10,Stm1_N
PF11790.8,Glyco_hydro_cc
PF14376.6,Haem_bd
PF01369.20,Sec7
PF17834.1,GHD
PF02724.14,CDC45
PF10776.9,DUF2600
PF05292.11,MCD
PF00884.23,Sulfatase
PF14650.6,FAM75
PF07242.11,DUF1430
PF00710.20,Asparaginase
PF10688.9,Imp-YgjV
PF13529.6,Peptidase_C39_2
PF14233.6,DUF4335
PF01610.17,DDE_Tnp_ISL3
PF03985.13,Paf1
PF07797.14,DUF1639
PF16123.5,HAGH_C
PF03517.13,Voldacs
PF02754.16,CCG
PF18329.1,SGBP_B_XBD
PF04926.15,PAP_RNA-bind
PF13852.6,DUF4197
PF12323.8,HTH_OrfB_IS605
PF12975.7,DUF3859
PF08085.11,Entericidin
PF05914.12,RIB43A
PF04322.12,DUF473
PF04578.13,DUF594
PF06979.12,TMEM70
PF01093.17,Clusterin
PF02327.17,BChl_A
PF10566.9,Glyco_hydro_97
PF03181.15,BURP
PF02965.17,Met_synt_B12
PF16472.5,DUF5050
PF18752.1,DAAD
PF05689.11,DUF823
PF13204.6,DUF4038
PF01345.18,DUF11
PF09182.10,PuR_N
PF05212.12,DUF707
PF07635.11,PSCyt1
PF16899.5,Cyclin_C_2
PF14089.6,KbaA
PF06388.11,DUF1075
PF13263.6,PHP_C
PF02448.15,L71
PF14030.6,DUF4245
PF06221.13,zf-C2HC5
PF17031.5,DUF5101
PF15243.6,ANAPC15
PF13712.6,Glyco_tranf_2_5
PF11500.8,Cut12
PF13911.6,AhpC-TSA_2
PF11495.8,Regulator_TrmB
PF12672.7,DUF3793
PF01326.19,PPDK_N
PF15401.6,TAA-Trp-ring
PF00421.19,PSII
PF15320.6,RAM
PF04768.13,NAT
PF12228.8,DUF3604
PF01503.17,PRA-PH
PF10090.9,HPTransfase
PF07104.11,DUF1366
PF05394.11,AvrB_AvrC
PF12452.8,DUF3685
PF15247.6,SLBP_RNA_bind
PF01063.19,Aminotran_4
PF01338.18,Bac_thur_toxin
PF09480.10,PrgH
PF17668.1,Acetyltransf_17
PF09067.10,EpoR_lig-bind
PF01547.25,SBP_bac_1
PF11845.8,DUF3365
PF07813.12,LTXXQ
PF16760.5,CBM53
PF06608.11,DUF1143
PF17481.2,Phage_sheath_1N
PF18481.1,DUF5616
PF02109.16,DAD
PF15379.6,DUF4606
PF07767.11,Nop53
PF17650.1,RACo_linker
PF09910.9,DUF2139
PF05545.11,FixQ
PF13051.6,DUF3912
PF10984.8,DUF2794
PF12540.8,DUF3736
PF04148.13,Erv26
PF14883.6,GHL13
PF13727.6,CoA_binding_3
PF04773.13,FecR
PF13874.6,Nup54
PF18328.1,PfaD_N
PF12462.8,Helicase_IV_N
PF10237.9,N6-adenineMlase
PF09751.9,Es2
PF08008.12,Viral_cys_rich
PF13590.6,DUF4136
PF11935.8,DUF3453
PF09820.9,AAA-ATPase_like
PF12357.8,PLD_C
PF09459.10,EB_dh
PF05251.12,Ost5
PF04056.14,Ssl1
PF05644.11,Miff
PF08852.11,DUF1822
PF00704.28,Glyco_hydro_18
PF18806.1,Importin_rep_3
PF12054.8,DUF3535
PF13585.6,CHU_C
PF04901.13,RAMP
PF13550.6,Phage-tail_3
PF05508.11,Ran-binding
PF09844.9,DUF2071
PF12675.7,DUF3795
PF09472.10,MtrF
PF04179.12,Init_tRNA_PT
PF04421.13,Mss4
PF17479.2,DUF3048_C
PF01835.19,MG2
PF04147.12,Nop14
PF05106.12,Phage_holin_3_1
PF14282.6,FlxA
PF13879.6,KIAA1430
PF01927.16,Mut7-C
PF13506.6,Glyco_transf_21
PF04595.13,Pox_I6
PF17406.2,Nrap_D5
PF06260.12,DUF1024
PF12079.8,DUF3558
PF04210.13,MtrG
PF13628.6,DUF4142
PF13443.6,HTH_26
PF14486.6,DUF4432
PF16312.5,Oberon_cc
PF06386.11,GvpL_GvpF
PF11412.8,DsbC
PF07451.11,SpoVAD
PF18657.1,YDG
PF12120.8,Arr-ms
PF02617.17,ClpS
PF14798.6,Ca_hom_mod
PF03920.15,TLE_N
PF14709.7,DND1_DSRM
PF16870.5,OxoGdeHyase_C
PF08015.11,Pheromone
PF16545.5,CCM2_C
PF17226.2,MTA_R1
PF16369.5,GH43_C
PF08721.11,Tn7_Tnp_TnsA_C
PF14206.6,Cys_rich_CPCC
PF08414.10,NADPH_Ox
PF18210.1,Knl1_RWD_C
PF00443.29,UCH
PF12135.8,Plasmo_rep
PF14324.6,PINIT
PF13886.6,DUF4203
PF16507.5,BLM10_mid
PF08733.10,PalH
PF08798.11,CRISPR_assoc
PF12178.8,INCENP_N
PF12792.7,CSS-motif
PF18078.1,Thioredoxin_11
PF16128.5,DUF4840
PF17330.2,SWC7
PF16282.5,SANT_DAMP1_like
PF12142.8,PPO1_DWL
PF11755.8,DUF3311
PF11189.8,DUF2973
PF00659.18,POLO_box
PF04370.12,DUF508
PF03966.16,Trm112p
PF14122.6,YokU
PF12394.8,DUF3657
PF08149.11,BING4CT
PF17484.2,TbpB_A
PF16450.5,Prot_ATP_ID_OB
PF12205.8,GIT1_C
PF01463.24,LRRCT
PF05240.14,APOBEC_C
PF08617.10,CGI-121
PF18846.1,baeRF_family5
PF05075.14,DUF684
PF02624.16,YcaO
PF08307.11,Glyco_hydro_98C
PF02592.15,Vut_1
PF06246.12,Isy1
PF17113.5,AmpE
PF08670.11,MEKHLA
PF01565.23,FAD_binding_4
PF10177.9,DUF2371
PF05101.13,VirB3
PF12460.8,MMS19_C
PF03090.17,Replicase
PF15613.6,WSD
PF02682.16,CT_C_D
PF12821.7,ThrE_2
PF00723.21,Glyco_hydro_15
PF05972.11,APC_15aa
PF07070.11,Spo0M
PF16353.5,DUF4981
PF13311.6,DUF4080
PF16642.5,KCNQ2_u3
PF03253.14,UT
PF16859.5,TetR_C_11
PF13245.6,AAA_19
PF05168.14,HEPN
PF10990.8,DUF2809
PF08648.12,SNRNP27
PF16940.5,Tic110
PF06880.11,DUF1262
PF14720.6,NiFe_hyd_SSU_C
PF12080.8,GldM_C
PF13549.6,ATP-grasp_5
PF03068.15,PAD
PF10310.9,DUF5427
PF11812.8,DUF3333
PF17925.1,TetR_C_20
PF08063.12,PADR1
PF06093.13,Spt4
PF12557.8,Co_AT_N
PF06267.12,DUF1028
PF12353.8,eIF3g
PF00588.19,SpoU_methylase
PF08719.11,DUF1768
PF13862.6,BCIP
PF01921.18,tRNA-synt_1f
PF06195.13,DUF996
PF14129.6,DUF4296
PF15010.6,FAM131
PF03287.14,Pox_C7_F8A
PF09654.10,DUF2396
PF08911.11,NUP50
PF06382.11,Protamine_like
PF04967.12,HTH_10
PF15121.6,TMEM71
PF01519.16,DUF16
PF14388.6,DUF4419
PF10184.9,DUF2358
PF09835.9,DUF2062
PF08694.11,UFC1
PF13887.6,MRF_C1
PF01023.19,S_100
PF13254.6,DUF4045
PF13354.6,Beta-lactamase2
PF12648.7,TcpE
PF12741.7,SusD-like
PF13643.6,DUF4145
PF03575.17,Peptidase_S51
PF11626.8,Rap1_C
PF06286.11,Coleoptericin
PF09661.10,DUF2398
PF11851.8,DUF3371
PF18158.1,AidB_N
PF00582.26,Usp
PF03155.15,Alg6_Alg8
PF08745.11,PIN_5
PF06686.11,SpoIIIAC
PF04046.16,PSP
PF07106.13,TBPIP
PF01912.18,eIF-6
PF02696.14,UPF0061
PF10329.9,DUF2417
PF04986.13,Y2_Tnp
PF16725.5,Nucleolin_bd
PF16161.5,DUF4867
PF08652.11,RAI1
PF18360.1,hnRNP_Q_AcD
PF13351.6,DUF4099
PF12450.8,vWF_A
PF01655.18,Ribosomal_L32e
PF07290.11,DUF1449
PF02948.15,Amelogenin
PF02411.15,MerT
PF12947.7,EGF_3
PF15704.5,Mt_ATP_synt
PF01465.20,GRIP
PF06239.11,ECSIT
PF08336.11,P4Ha_N
PF16832.5,EKLF_TAD1
PF10543.9,ORF6N
PF13106.6,DUF3961
PF01579.18,DUF19
PF06586.11,TraK
PF13753.6,SWM_repeat
PF08924.11,DUF1906
PF03931.15,Skp1_POZ
PF12171.8,zf-C2H2_jaz
PF11885.8,DUF3405
PF04588.13,HIG_1_N
PF04281.13,Tom22
PF06125.11,DUF961
PF01074.22,Glyco_hydro_38N
PF09414.10,RNA_ligase
PF18565.1,Glyco_hydro2_C5
PF08908.11,DUF1852
PF14968.6,CCDC84
PF05672.11,MAP7
PF00427.21,PBS_linker_poly
PF06467.14,zf-FCS
PF11910.8,NdhO
PF06458.12,MucBP
PF08812.11,YtxC
PF09734.9,Tau95
PF12811.7,BaxI_1
PF14541.6,TAXi_C
PF10946.8,DUF2625
PF07849.11,DUF1641
PF17032.5,zinc_ribbon_15
PF10158.9,LOH1CR12
PF17107.5,SesA
PF06462.12,Hyd_WA
PF16655.5,PhoD_N
PF00660.17,SRP1_TIP1
PF02206.18,WSN
PF08390.11,TRAM1
PF04459.12,DUF512
PF07704.11,PSK_trans_fac
PF12848.7,ABC_tran_Xtn
PF05367.11,Phage_endo_I
PF07725.12,LRR_3
PF00420.24,Oxidored_q2
PF02006.16,PPS_PS
PF06955.12,XET_C
PF16453.5,IQ_SEC7_PH
PF05276.14,SH3BP5
PF02628.15,COX15-CtaA
PF11958.8,DUF3472
PF01803.16,LIM_bind
PF16745.5,RsgA_N
PF14611.6,SLS
PF14684.6,Tricorn_C1
PF00786.28,PBD
PF04505.12,CD225
PF03547.18,Mem_trans
PF14253.6,AbiH
PF17288.2,Terminase_3C
PF00067.22,p450
PF18484.1,CDCA
PF05255.11,UPF0220
PF15515.6,MvaI_BcnI
PF11995.8,DUF3490
PF05676.13,NDUF_B7
PF05811.13,DUF842
PF09815.9,XK-related
PF17376.2,DUF5398
PF04759.13,DUF617
PF15484.6,DUF4642
PF02732.15,ERCC4
PF09742.9,Dymeclin
PF06025.12,DUF913
PF12275.8,DUF3616
PF09956.9,DUF2190
PF18203.1,IPTL-CTERM
PF15179.6,Myc_target_1
PF05073.12,Baculo_p24
PF17446.2,LtuA
PF17285.2,PRMT5_TIM
PF06852.12,DUF1248
PF11798.8,IMS_HHH
PF04222.12,DUF416
PF10351.9,Apt1
PF13160.6,DUF3995
PF12576.8,DUF3754
PF02287.15,Dehydratase_SU
PF03265.15,DNase_II
PF08417.12,PaO
PF16910.5,VPS13_mid_rpt
PF00665.26,rve
PF00173.28,Cyt-b5
PF18647.1,Fungal_lectin_2
PF04603.12,Mog1
PF03101.15,FAR1
PF12828.7,PXB
PF14340.6,DUF4395
PF03164.14,Mon1
PF14184.6,YrvL
PF16666.5,MAGI_u5
PF09436.10,DUF2016
PF18591.1,IMP2_C
PF13367.6,PrsW-protease
PF17573.2,GA-like
PF13543.6,SAM_KSR1
PF14669.6,Asp_Glu_race_2
PF09233.11,Endonuc-EcoRV
PF09340.10,NuA4
PF14044.6,NETI
PF05884.12,ZYG-11_interact
PF15643.6,Tox-PL-2
PF10694.9,DUF2500
PF03925.13,SeqA
PF00004.29,AAA
PF03942.15,DTW
PF09083.10,DUF1923
PF12800.7,Fer4_4
PF12102.8,DUF3578
PF12455.8,Dynactin
PF09393.10,DUF2001
PF13291.6,ACT_4
PF09753.9,Use1
PF01374.18,Glyco_hydro_46
PF01091.18,PTN_MK_C
PF14695.6,LINES_C
PF03567.14,Sulfotransfer_2
PF06685.11,DUF1186
PF16156.5,DUF4864
PF08039.11,Mit_proteolip
PF16205.5,Ribosomal_S17_N
PF16499.5,Melibiase_2
PF09509.10,Hypoth_Ymh
PF17929.1,TetR_C_34
PF18729.1,HEPN_STY4199
PF01839.23,FG-GAP
PF05817.14,Ribophorin_II
PF04034.13,Ribo_biogen_C
PF05620.11,TMEM208_SND2
PF18726.1,HEPN_SAV_6107
PF11248.8,DUF3046
PF05282.11,AAR2
PF02403.22,Seryl_tRNA_N
PF15648.6,Tox-REase-5
PF06243.11,PaaB
PF07412.12,Geminin
PF03663.14,Glyco_hydro_76
PF05617.11,Prolamin_like
PF11299.8,DUF3100
PF08200.11,Phage_1_1
PF16040.5,DUF4792
PF02966.16,DIM1
PF08997.10,UCR_6-4kD
PF13343.6,SBP_bac_6
PF04246.12,RseC_MucC
PF17016.5,DUF5095
PF01450.19,IlvC
PF10421.9,OAS1_C
PF13781.6,DoxX_3
PF15469.6,Sec5
PF12790.7,T6SS-SciN
PF00117.28,GATase
PF16207.5,RAWUL
PF03683.13,UPF0175
PF03666.13,NPR3
PF14075.6,UBN_AB
PF11016.8,DUF2854
PF11326.8,DUF3128
PF02371.16,Transposase_20
PF05423.13,Mycobact_memb
PF04628.13,Sedlin_N
PF16011.5,CBM9_2
PF00833.18,Ribosomal_S17e
PF03737.15,RraA-like
PF09376.10,NurA
PF13808.6,DDE_Tnp_1_assoc
PF07471.12,Phage_Nu1
PF09792.9,But2
PF03161.13,LAGLIDADG_2
PF15048.6,OSTbeta
PF05048.13,NosD
PF00639.21,Rotamase
PF00155.21,Aminotran_1_2
PF14523.6,Syntaxin_2
PF18801.1,RapH_N
PF01275.19,Myelin_PLP
PF00025.21,Arf
PF06228.13,ChuX_HutX
PF14363.6,AAA_assoc
PF03374.14,ANT
PF07236.11,Phytoreo_S7
PF01399.27,PCI
PF01218.18,Coprogen_oxidas
PF10738.9,Lpp-LpqN
PF08269.11,dCache_2
PF10001.9,DUF2242
PF10739.9,DUF2550
PF03980.14,Nnf1
PF02719.15,Polysacc_synt_2
PF09225.10,Endonuc-PvuII
PF01609.21,DDE_Tnp_1
PF07355.12,GRDB
PF01459.22,Porin_3
PF08391.10,Ly49
PF11337.8,DUF3139
PF05365.12,UCR_UQCRX_QCR9
PF07802.11,GCK
PF04962.12,KduI
PF12643.7,MazG-like
PF05960.11,DUF885
PF11145.8,DUF2921
PF05721.13,PhyH
PF10087.9,DUF2325
PF11788.8,MRP-L46
PF03285.15,Paralemmin
PF04632.12,FUSC
PF08608.12,Wyosine_form
PF00148.19,Oxidored_nitro
PF03823.14,Neurokinin_B
PF18472.1,HP1451_C
PF14202.6,TnpW
PF05360.14,YiaAB
PF04576.15,Zein-binding
PF07185.11,DUF1404
PF14897.6,EpsG
PF13507.6,GATase_5
PF11687.8,DUF3284
PF15393.6,DUF4615
PF01300.18,Sua5_yciO_yrdC
PF02157.15,Man-6-P_recep
PF14555.6,UBA_4
PF09614.10,Cas_Csy2
PF14063.6,DUF4254
PF05142.12,DUF702
PF09822.9,ABC_transp_aux
PF00351.21,Biopterin_H
PF00566.18,RabGAP-TBC
PF00076.22,RRM_1
PF12317.8,IFT46_B_C
PF17840.1,Tugs
PF18849.1,baeRF_family7
PF17487.2,Ribosomal_S12
PF10513.9,EPL1
PF08941.10,USP8_interact
PF12566.8,DUF3748
PF06505.11,XylR_N
PF16446.5,DUF5043
PF07232.11,DUF1424
PF16528.5,Exo84_C
PF04965.14,GPW_gp25
PF14230.6,DUF4333
PF11746.8,DUF3303
PF08347.11,CTNNB1_binding
PF02121.18,IP_trans
PF16775.5,ZoocinA_TRD
PF04883.12,HK97-gp10_like
PF05345.12,He_PIG
PF04757.14,Pex2_Pex12
PF17990.1,LodA_N
PF05501.11,DUF755
PF16109.5,DUF4827
PF15701.5,DUF4668
PF12148.8,TTD
PF04646.12,DUF604
PF17272.2,DUF5337
PF14134.6,DUF4301
PF17488.2,Herpes_glycoH_C
PF05890.12,Ebp2
PF18126.1,Mitoc_mL59
PF10934.8,DUF2634
PF13673.7,Acetyltransf_10
PF13651.6,EcoRI_methylase
PF07629.11,DUF1590
PF12441.8,CopG_antitoxin
PF16157.5,DUF4865
PF11568.8,Med29
PF00257.19,Dehydrin
PF15359.6,CDV3
PF03306.13,AAL_decarboxy
PF03166.14,MH2
PF11881.8,SPAR_C
PF00002.24,7tm_2
PF10276.9,zf-CHCC
PF11925.8,DUF3443
PF07923.13,N1221
PF13832.6,zf-HC5HC2H_2
PF11353.8,DUF3153
PF08547.12,CIA30
PF10574.9,UPF0552
PF10382.9,DUF2439
PF09528.10,Ehrlichia_rpt
PF18306.1,LDcluster4
PF04935.12,SURF6
PF11070.8,DUF2871
PF10188.9,Oscp1
PF03270.13,DUF269
PF02191.16,OLF
PF16923.5,Glyco_hydro_63N
PF16493.5,Meis_PKNOX_N
PF04011.12,LemA
PF18860.1,AbiJ_NTD3
PF15513.6,DUF4651
PF15892.5,BNR_4
PF15608.6,PELOTA_1
PF01638.17,HxlR
PF12804.7,NTP_transf_3
PF13019.6,Sde2_N_Ubi
PF10252.9,PP28
PF13510.6,Fer2_4
PF03034.15,PSS
PF18098.1,RPN5_C
PF15821.5,DUF4709
PF12929.7,Mid1
PF08577.11,PI31_Prot_C
PF09938.9,DUF2170
PF09493.10,DUF2389
PF10537.9,WAC_Acf1_DNA_bd
PF03015.19,Sterile
PF00296.20,Bac_luciferase
PF07140.11,IFNGR1
PF15908.5,HMMR_C
PF07787.12,TMEM43
PF16816.5,DotD
PF06777.11,HBB
PF07707.15,BACK
PF10500.9,SR-25
PF11303.8,DUF3105
PF10737.9,GerPC
PF08937.11,DUF1863
PF01770.18,Folate_carrier
PF04130.13,GCP_C_terminal
PF02358.16,Trehalose_PPase
PF01328.17,Peroxidase_2
PF15491.6,CTC1_2
PF11906.8,DUF3426
PF13346.6,ABC2_membrane_5
PF08856.11,DUF1826
PF10923.8,DUF2791
PF08954.11,Trimer_CC
PF10213.9,MRP-S28
PF04063.14,DUF383
PF15075.6,DUF4542
PF04008.14,Adenosine_kin
PF01534.17,Frizzled
PF04794.12,YdjC
PF02746.16,MR_MLE_N
PF02788.16,RuBisCO_large_N
PF13370.6,Fer4_13
PF17218.3,CBX7_C
PF13919.6,ASXH
PF06166.12,DUF979
PF04138.14,GtrA
PF05901.11,Excalibur
PF17239.2,DUF5312
PF07759.12,DUF1615
PF10507.9,TMEM65
PF07207.11,Lir1
PF05886.11,Orthopox_F8
PF08353.10,DUF1727
PF00494.19,SQS_PSY
PF12265.8,CAF1C_H4-bd
PF14634.6,zf-RING_5
PF02977.15,CarbpepA_inh
PF12528.8,T2SSppdC
PF02221.15,E1_DerP2_DerF2
PF11823.8,DUF3343
PF04636.13,PA26
PF03669.13,UPF0139
PF16120.5,DUF4836
PF02938.14,GAD
PF02566.19,OsmC
PF01175.18,Urocanase
PF18555.1,MobL
PF03960.15,ArsC
PF01159.19,Ribosomal_L6e
PF08673.10,RsbU_N
PF00419.20,Fimbrial
PF11832.8,DUF3352
PF06682.12,SARAF
PF02222.22,ATP-grasp
PF00511.17,PPV_E2_C
PF12169.8,DNA_pol3_gamma3
PF14059.6,DUF4251
PF13021.6,DUF3885
PF12724.7,Flavodoxin_5
PF09930.9,DUF2162
PF18086.1,PPIP5K2_N
PF16733.5,NRho
PF06969.16,HemN_C
PF06678.11,DUF1179
PF04231.13,Endonuclease_1
PF11985.8,DUF3486
PF11254.8,DUF3053
PF02535.22,Zip
PF00086.18,Thyroglobulin_1
PF17209.3,Hfq
PF11344.8,DUF3146
PF18092.1,DraK_HK_N
PF08897.11,DUF1841
PF03309.14,Pan_kinase
PF08676.11,MutL_C
PF18081.1,FANC_SAP
PF16417.5,CNOT1_TTP_bind
PF08609.10,Fes1
PF00390.19,malic
PF18595.1,DHR10
PF01185.18,Hydrophobin
PF00756.20,Esterase
PF06559.11,DCD
PF15562.6,Imm17
PF01476.20,LysM
PF00053.24,Laminin_EGF
PF09365.10,DUF2461
PF09966.9,DUF2200
PF16392.5,DUF5001
PF10161.9,DDDD
PF03640.15,Lipoprotein_15
PF14135.6,DUF4302
PF04877.12,Hairpins
PF08155.11,NOGCT
PF18674.1,TarS_C1
PF08144.11,CPL
PF07034.11,ORC3_N
PF10565.9,NMDAR2_C
PF14828.6,Amnionless
PF02562.16,PhoH
PF09899.9,DUF2126
PF02393.16,US22
PF09535.10,Gmx_para_CXXCG
PF08800.10,VirE_N
PF07464.11,ApoLp-III
PF08369.10,PCP_red
PF12056.8,DUF3537
PF01855.19,POR_N
PF04596.12,Pox_F15
PF02452.17,PemK_toxin
PF11942.8,Spt5_N
PF16508.5,NIBRIN_BRCT_II
PF05940.12,NnrS
PF14474.6,RTC4
PF03725.15,RNase_PH_C
PF14436.6,EndoU_bacteria
PF13422.6,DUF4110
PF06645.13,SPC12
PF17746.1,SfsA_N
PF01608.17,I_LWEQ
PF13481.6,AAA_25
PF05722.12,Ustilago_mating
PF18538.1,DUF5624
PF18357.1,DtxR
PF15388.6,FAM117
PF08321.12,PPP5
PF10235.9,Cript
PF07081.11,DUF1349
PF08020.11,DUF1706
PF02069.16,Metallothio_Pro
PF18142.1,SLATT_fungal
PF00264.20,Tyrosinase
PF18731.1,HEPN_Swt1
PF14653.6,IGFL
PF07077.11,DUF1345
PF18480.1,DUF5615
PF07559.14,FlaE
PF13624.6,SurA_N_3
PF10373.9,EST1_DNA_bind
PF14559.6,TPR_19
PF07338.13,DUF1471
PF09103.10,BRCA-2_OB1
PF00459.25,Inositol_P
PF14058.6,PcfK
PF10000.9,ACT_3
PF06461.11,DUF1086
PF03793.19,PASTA
PF05024.15,Gpi1
PF15293.6,NUFIP2
PF18777.1,CRM1_repeat
PF04900.12,Fcf1
PF16562.5,HECW_N
PF05122.13,SpdB
PF05023.14,Phytochelatin
PF05193.21,Peptidase_M16_C
PF08770.11,SoxZ
PF12251.8,zf-SNAP50_C
PF08517.12,AXH
PF12021.8,DUF3509
PF15743.5,SPATA1_C
PF18200.1,Big_11
PF04062.14,P21-Arc
PF16285.5,DUF4931
PF09732.9,CactinC_cactus
PF07072.11,ZapD
PF02875.21,Mur_ligase_C
PF16546.5,SGTA_dimer
PF13352.6,DUF4100
PF09380.10,FERM_C
PF13785.6,DUF4178
PF16154.5,DUF4862
PF13908.6,Shisa
PF02874.23,ATP-synt_ab_N
PF05912.11,DUF870
PF17215.3,Rrp44_S1
PF00394.22,Cu-oxidase
PF15792.5,LAS2
PF08651.10,DASH_Duo1
PF06226.13,DUF1007
PF08879.10,WRC
PF18537.1,CODH_A_N
PF10798.8,YmgB
PF15049.6,DUF4534
PF05615.13,THOC7
PF01881.16,Cas_Cas6
PF18134.1,AGS_C
PF01973.18,MAF_flag10
PF08784.11,RPA_C
PF09375.10,Peptidase_M75
PF02462.15,Opacity
PF03473.17,MOSC
PF10842.8,DUF2642
PF08011.11,PDDEXK_9
PF04279.15,IspA
PF06331.12,Tfb5
PF10962.8,DUF2764
PF03491.13,5HT_transport_N
PF12763.7,EF-hand_4
PF05636.11,HIGH_NTase1
PF10708.9,DUF2510
PF02426.16,MIase
PF16030.5,GD_N
PF03537.13,Glyco_hydro_114
PF07977.13,FabA
PF09338.11,Gly_reductase
PF09110.11,HAND
PF05135.13,Phage_connect_1
PF18421.1,Peptidase_M23_N
PF17408.2,MCD_N
PF02370.16,M
PF01857.20,RB_B
PF10256.9,Erf4
PF14700.6,RPOL_N
PF15685.5,GGN
PF08587.11,UBA_2
PF14542.6,Acetyltransf_CG
PF12105.8,SpoU_methylas_C
PF07403.11,DUF1505
PF01827.27,FTH
PF14385.6,DUF4416
PF09087.11,Cyc-maltodext_N
PF02789.17,Peptidase_M17_N
PF05039.12,Agouti
PF18699.1,MRPL52
PF07958.11,DUF1688
PF09880.9,DUF2107
PF11617.8,Cu-binding_MopE
PF13705.6,TRC8_N
PF18433.1,DUF5610
PF07885.16,Ion_trans_2
PF12246.8,MKT1_C
PF01359.18,Transposase_1
PF08265.11,YL1_C
PF09204.10,Colicin_immun
PF02890.14,DUF226
PF05621.11,TniB
PF07065.14,D123
PF00740.18,Parvo_coat
PF10066.9,DUF2304
PF02201.18,SWIB
PF18668.1,Tail_spike_N
PF14632.6,SPT6_acidic
PF04383.13,KilA-N
PF12526.8,DUF3729
PF01094.28,ANF_receptor
PF18399.1,CLIP_SPH_Scar
PF05091.12,eIF-3_zeta
PF11143.8,DUF2919
PF18270.1,Evf
PF04731.12,Caudal_act
PF07061.11,Swi5
PF15872.5,SRTM1
PF13337.6,Lon_2
PF16756.5,PALB2_WD40
PF04987.14,PigN
PF03935.15,SKN1
PF16591.5,HBM
PF02900.18,LigB
PF08161.12,NUC173
PF12496.8,BNIP2
PF03454.15,MoeA_C
